Word,Lemmatized Noun,Lemmatized Adjective,Tag
countless,countless,countless,a
civilians,civilian,civilians,n
protected,protected,protected,a
arab,arab,arab,n
tyrants,tyrant,tyrants,n
family,family,family,n
world,world,world,n
someone,someone,someone,n
avenues,avenue,avenues,n
ways,way,ways,n
vulnerable,vulnerable,vulnerable,a
muslims,muslim,muslims,n
world,world,world,n
devote,devote,devote,n
human,human,human,a
rights,right,rights,n
law,law,law,n
political,political,political,a
activism,activism,activism,n
postcolonial,postcolonial,postcolonial,a
studies,study,studies,n
humanitarian,humanitarian,humanitarian,a
work,work,work,n
bethnal,bethnal,bethnal,a
green,green,green,a
academy,academy,academy,n
state,state,state,n
high,high,high,a
school,school,school,n
best,best,best,a
friends,friend,friends,n
muslim,muslim,muslim,a
student,student,student,n
body,body,body,n
way,way,way,n
unhappy,unhappy,unhappy,a
intelligent,intelligent,intelligent,a
girls,girl,girls,n
world,world,world,n
offers,offer,offers,n
ways,way,ways,n
dissent,dissent,dissent,n
injustice,injustice,injustice,n
violent,violent,violent,a
radicalism,radicalism,radicalism,n
ethiopia,ethiopia,ethiopia,n
sixteen,sixteen,sixteen,n
protesting,protesting,protesting,a
government,government,government,n
war,war,war,n
eritrea,eritrea,eritrea,a
years,year,years,n
german,german,german,a
refugee,refugee,refugee,n
camp,camp,camp,n
way,way,way,n
london,london,london,a
money,money,money,n
everything,everything,everything,n
clear,clear,clear,a
blessing,blessing,blessing,a
live,live,live,a
country,country,country,n
liberty,liberty,liberty,n
expressions,expression,expressions,n
dissent,dissent,dissent,n
repressive,repressive,repressive,a
muslim,muslim,muslim,a
kind,kind,kind,n
country,country,country,n
government,government,government,n
spyware,spyware,spyware,a
china,china,china,n
people,people,people,n
phone,phone,phone,n
calls,call,calls,n
weeks,week,weeks,n
religious,religious,religious,a
ringtones,ringtones,ringtones,n
illegal,illegal,illegal,a
evenings,evening,evenings,n
bent,bent,bent,a
table,table,table,n
letters,letter,letters,n
treatment,treatment,treatment,n
ethiopian,ethiopian,ethiopian,a
muslims,muslim,muslims,n
conditions,condition,conditions,n
muslims,muslim,muslims,n
dire,dire,dire,a
saudi,saudi,saudi,n
arabia,arabia,arabia,n
work,work,work,n
migrants,migrant,migrants,n
circumstances,circumstance,circumstances,n
modern,modern,modern,a
slavery,slavery,slavery,n
hours,hour,hours,n
time,time,time,n
beatings,beating,beatings,n
confiscations,confiscation,confiscations,n
saudi,saudi,saudi,a
authorities,authority,authorities,n
ethiopian,ethiopian,ethiopian,a
migrants,migrant,migrants,n
machetes,machete,machetes,n
sticks,stick,sticks,n
migrants,migrant,migrants,n
tortured,tortured,tortured,a
detention,detention,detention,n
underground,underground,underground,a
holes,hole,holes,n
months,month,months,n
father,father,father,n
outside,outside,outside,a
saudi,saudi,saudi,n
embassy,embassy,embassy,a
london,london,london,n
protest,protest,protest,n
expulsions,expulsion,expulsions,n
people,people,people,n
stop,stop,stop,a
violence,violence,violence,n
ethiopians,ethiopian,ethiopians,n
arabia,arabia,arabia,n
want,want,want,a
justice,justice,justice,n
protests,protest,protests,n
american,american,american,a
film,film,film,n
prophet,prophet,prophet,a
muhammad,muhammad,muhammad,n
amira,amira,amira,n
father,father,father,n
crowd,crowd,crowd,a
mosque,mosque,mosque,n
east,east,east,a
london,london,london,a
embassy,embassy,embassy,n
friday,friday,friday,n
world,world,world,n
protest,protest,protest,a
felt,felt,felt,n
deliberate,deliberate,deliberate,n
insulting,insulting,insulting,a
islam,islam,islam,a
country,country,country,n
united,united,united,a
states,state,states,n
intent,intent,intent,a
guise,guise,guise,n
war,war,war,n
extremism,extremism,extremism,n
kill,kill,kill,n
civilians,civilian,civilians,n
second,second,second,a
generation,generation,generation,n
muslim,muslim,muslim,n
kids,kid,kids,n
home,home,home,n
global,global,global,a
politics,politics,politics,n
daily,daily,daily,a
life,life,life,n
father,father,father,a
sense,sense,sense,n
justice,justice,justice,n
school,school,school,n
strong,strong,strong,a
debater,debater,debater,n
case,case,case,n
muslim,muslim,muslim,a
women,woman,women,n
veils,veil,veils,n
rape,rape,rape,n
sister,sister,sister,n
living,living,living,n
home,home,home,n
marriage,marriage,marriage,n
seventeen,seventeen,seventeen,a
authority,authority,authority,n
home,home,home,n
sisters,sister,sisters,n
school,school,school,n
kadiza,kadiza,kadiza,n
admired,admired,admired,a
families,family,families,n
school,school,school,n
question,question,question,n
child,child,child,n
homework,homework,homework,n
straight,straight,straight,a
shamima,shamima,shamima,n
mother,mother,mother,n
start,start,start,a
headscarf,headscarf,headscarf,a
year,year,year,n
fourteen,fourteen,fourteen,a
shamima,shamima,shamima,n
friends,friend,friends,n
hair,hair,hair,n
stood,stood,stood,n
sharmeena,sharmeena,sharmeena,a
girls,girl,girls,n
family,family,family,n
members,member,members,n
television,television,television,n
haram,haram,haram,n
traditional,traditional,traditional,a
muslim,muslim,muslim,n
families,family,families,n
mark,mark,mark,a
dynamic,dynamic,dynamic,a
teenage,teenage,teenage,n
power,power,power,n
struggle,struggle,struggle,n
sharmeena,sharmeena,sharmeena,n
kadiza,kadiza,kadiza,n
preoccupied,preoccupied,preoccupied,a
syrian,syrian,syrian,a
war,war,war,n
older,older,old,a
brother,brother,brother,n
everyone,everyone,everyone,n
rushed,rushed,rushed,a
second,second,second,a
marriage,marriage,marriage,n
least,least,least,a
waited,waited,waited,a
year,year,year,n
wife,wife,wife,n
death,death,death,n
apartment,apartment,apartment,n
textile,textile,textile,n
quranic,quranic,quranic,a
verse,verse,verse,n
wall,wall,wall,n
watch,watch,watch,n
news,news,news,n
syrian,syrian,syrian,a
civil,civil,civil,a
war,war,war,n
millennial,millennial,millennial,a
honey,honey,honey,n
blogger,blogger,blogger,n
syria,syria,syria,n
umm,umm,umm,a
layth,layth,layth,n
young,young,young,a
women,woman,women,n
school,school,school,n
parents,parent,parents,n
ties,tie,ties,n
touch,touch,touch,n
tags,tag,tags,n
raqqah,raqqah,raqqah,a
teammanbij,teammanbij,teammanbij,n
bring,bring,bring,n
perfume,perfume,perfume,n
hehe,hehe,hehe,n
night,night,night,n
westfield,westfield,westfield,n
mall,mall,mall,n
sharmeena,sharmeena,sharmeena,n
shopping,shopping,shopping,n
eve,eve,eve,a
departure,departure,departure,n
girls,girl,girls,n
sharmeena,sharmeena,sharmeena,a
grandmother,grandmother,grandmother,a
money,money,money,n
funds,fund,funds,n
family,family,family,n
death,death,death,n
asma,asma,asma,n
syria,syria,syria,n
war,war,war,n
asma,asma,asma,a
life,life,life,n
al,al,al,n
hasakah,hasakah,hasakah,n
university,university,university,n
classes,class,classes,n
turkey,turkey,turkey,n
full,full,full,a
risks,risk,risks,n
unknowns,unknown,unknowns,a
poverty,poverty,poverty,n
squalid,squalid,squalid,a
refugee,refugee,refugee,n
camps,camp,camps,n
war,war,war,n
stayers,stayer,stayers,n
leavers,leaver,leavers,n
volume,volume,volume,n
latter,latter,latter,a
exodus,exodus,exodus,n
syria,syria,syria,n
greatest,greatest,great,a
mass,mass,mass,n
movements,movement,movements,n
people,people,people,n
contemporary,contemporary,contemporary,a
history,history,history,n
everyone,everyone,everyone,n
path,path,path,n
syrians,syrian,syrians,n
country,country,country,n
largest,largest,large,a
population,population,population,n
world,world,world,n
way,way,way,n
simple,simple,simple,a
earliest,earliest,early,a
days,day,days,n
syrian,syrian,syrian,a
military,military,military,a
town,town,town,n
houses,house,houses,n
middle,middle,middle,a
night,night,night,n
men,men,men,n
families,family,families,n
stockpiles,stockpile,stockpiles,n
weapons,weapon,weapons,n
militarize,militarize,militarize,a
conflict,conflict,conflict,n
humiliate,humiliate,humiliate,n
rage,rage,rage,n
protesters,protester,protesters,n
brutality,brutality,brutality,n
detain,detain,detain,n
torture,torture,torture,n
innocent,innocent,innocent,a
bystanders,bystander,bystanders,n
peaceful,peaceful,peaceful,a
activists,activist,activists,n
means,mean,means,n
violent,violent,violent,a
response,response,response,n
timeline,timeline,timeline,n
course,course,course,n
syrian,syrian,syrian,a
uprising,uprising,uprising,n
civil,civil,civil,a
war,war,war,n
proxy,proxy,proxy,a
war,war,war,n
syria,syria,syria,n
country,country,country,n
support,support,support,n
iran,iran,iran,n
year,year,year,n
war,war,war,n
iraq,iraq,iraq,a
conflict,conflict,conflict,n
hussein,hussein,hussein,a
used,used,used,a
chemical,chemical,chemical,n
weapons,weapon,weapons,n
young,young,young,a
men,men,men,n
intrusions,intrusion,intrusions,n
syrian,syrian,syrian,a
revolution,revolution,revolution,n
proxy,proxy,proxy,a
war,war,war,n
regional,regional,regional,a
powers,power,powers,n
influence,influence,influence,n
saddam,saddam,saddam,n
hussein,hussein,hussein,n
regime,regime,regime,n
new,new,new,a
orders,order,orders,n
place,place,place,n
first,first,first,a
occupation,occupation,occupation,n
authority,authority,authority,n
iraqi,iraqi,iraqi,a
government,government,government,n
shias,shia,shias,n
sunnis,sunni,sunnis,a
public,public,public,a
life,life,life,n
marginalization,marginalization,marginalization,n
social,social,social,a
opening,opening,opening,n
sunni,sunni,sunni,a
militants,militant,militants,n
era,era,era,a
baathist,baathist,baathist,n
loyalists,loyalist,loyalists,n
ordinary,ordinary,ordinary,a
iraqi,iraqi,iraqi,n
sunni,sunni,sunni,n
grievances,grievance,grievances,n
harness,harness,harness,a
fight,fight,fight,n
occupiers,occupier,occupiers,n
new,new,new,a
shia,shia,shia,n
government,government,government,n
writ,writ,writ,n
large,large,large,a
radical,radical,radical,a
violent,violent,violent,n
groups,group,groups,n
post,post,post,n
invasion,invasion,invasion,n
iraq,iraq,iraq,n
predecessor,predecessor,predecessor,n
islamic,islamic,islamic,a
state,state,state,n
iraq,iraq,iraq,n
syria,syria,syria,n
today,today,today,n
isis,isi,isis,n
aim,aim,aim,n
territorial,territorial,territorial,a
secede,secede,secede,n
iraq,iraq,iraq,n
occupy,occupy,occupy,n
land,land,land,n
border,border,border,n
syria,syria,syria,n
islamic,islamic,islamic,a
state,state,state,n
early,early,early,a
stretch,stretch,stretch,n
syrian,syrian,syrian,a
civil,civil,civil,a
war,war,war,n
raqqa,raqqa,raqqa,n
safe,safe,safe,a
smaller,smaller,small,a
cities,city,cities,n
country,country,country,n
contacts,contact,contacts,n
cash,cash,cash,n
conviction,conviction,conviction,n
country,country,country,n
decamped,decamped,decamped,a
relatives,relative,relatives,n
houses,house,houses,n
towns,town,towns,n
wait,wait,wait,n
worst,worst,bad,a
community,community,community,n
leaders,leader,leaders,n
family,family,family,n
wrong,wrong,wrong,a
connections,connection,connections,n
arbitrary,arbitrary,arbitrary,a
detention,detention,detention,n
torture,torture,torture,n
execution,execution,execution,n
foreign,foreign,foreign,a
fighters,fighter,fighters,n
muhajireen,muhajireen,muhajireen,a
migrants,migrant,migrants,n
town,town,town,n
call,call,call,a
fight,fight,fight,n
assad,assad,assad,n
state,state,state,n
god,god,god,n
name,name,name,n
dignity,dignity,dignity,n
purpose,purpose,purpose,n
plains,plain,plains,n
absent,absent,absent,a
lives,life,lives,n
tunisia,tunisia,tunisia,n
morocco,morocco,morocco,n
jordan,jordan,jordan,n
short,short,short,a
period,period,period,n
time,time,time,n
raqqa,raqqa,raqqa,n
residents,resident,residents,n
little,little,little,a
robbery,robbery,robbery,n
theft,theft,theft,n
street,street,street,n
year,year,year,n
isis,isi,isis,n
use,use,use,a
theatrical,theatrical,theatrical,a
violence,violence,violence,n
tool,tool,tool,n
draw,draw,draw,n
recruits,recruit,recruits,n
public,public,public,a
terror,terror,terror,n
areas,area,areas,n
hasten,hasten,hasten,a
submission,submission,submission,n
areas,area,areas,n
isis,isi,isis,n
chroniclers,chronicler,chroniclers,n
obsessed,obsessed,obsessed,a
religion,religion,religion,n
atrocity,atrocity,atrocity,n
group,group,group,n
facet,facet,facet,a
islam,islam,islam,a
rape,rape,rape,n
longtime,longtime,longtime,a
tactic,tactic,tactic,a
war,war,war,n
humiliate,humiliate,humiliate,a
enemy,enemy,enemy,n
theology,theology,theology,a
rape,rape,rape,n
islamic,islamic,islamic,a
sickness,sickness,sickness,n
war,war,war,n
crime,crime,crime,n
sermon,sermon,sermon,a
central,central,central,a
tunis,tunis,tunis,n
violent,violent,violent,a
protest,protest,protest,n
embassy,embassy,embassy,n
year,year,year,n
police,police,police,n
salafi,salafi,salafi,a
activists,activist,activists,n
women,woman,women,n
group,group,group,n
mosque,mosque,mosque,n
twitchy,twitchy,twitchy,n
police,police,police,n
attention,attention,attention,n
fall,fall,fall,n
syrian,syrian,syrian,a
civil,civil,civil,a
war,war,war,n
war,war,war,n
clear,clear,clear,a
case,case,case,n
tyrant,tyrant,tyrant,n
people,people,people,n
arab,arab,arab,a
spring,spring,spring,n
revolts,revolt,revolts,n
extreme,extreme,extreme,a
regime,regime,regime,n
repression,repression,repression,n
countries,country,countries,n
egypt,egypt,egypt,n
bahrain,bahrain,bahrain,n
autocrats,autocrat,autocrats,n
power,power,power,n
suppression,suppression,suppression,n
politics,politics,politics,n
civil,civil,civil,a
society,society,society,n
strict,strict,strict,n
control,control,control,n
media,medium,media,n
imperative,imperative,imperative,a
countries,country,countries,n
populations,population,populations,n
example,example,example,n
term,term,term,n
popular,popular,popular,a
opaque,opaque,opaque,a
term,term,term,n
capture,capture,capture,n
breadth,breadth,breadth,a
intention,intention,intention,n
actors,actor,actors,n
conservative,conservative,conservative,a
political,political,political,a
oppositions,opposition,oppositions,n
modern,modern,modern,a
arab,arab,arab,a
nation,nation,nation,n
states,state,states,n
failures,failure,failures,n
social,social,social,a
economic,economic,economic,a
development,development,development,n
endow,endow,endow,n
concept,concept,concept,n
citizenship,citizenship,citizenship,n
tunisian,tunisian,tunisian,a
police,police,police,n
ill,ill,ill,n
arrest,arrest,arrest,n
produce,produce,produce,n
forensic,forensic,forensic,a
evidence,evidence,evidence,n
responsible,responsible,responsible,a
hundreds,hundred,hundreds,n
protesters,protester,protesters,n
outside,outside,outside,a
kasbah,kasbah,kasbah,n
ennahda,ennahda,ennahda,n
government,government,government,n
step,step,step,n
power,power,power,n
situation,situation,situation,n
domestic,domestic,domestic,a
political,political,political,a
crisis,crisis,crisis,n
forceful,forceful,forceful,a
voices,voice,voices,n
outside,outside,outside,a
police,police,police,n
opportunity,opportunity,opportunity,n
old,old,old,a
ways,way,ways,n
young,young,young,a
men,men,men,n
spurious,spurious,spurious,a
fines,fine,fines,n
demands,demand,demands,n
bribes,bribe,bribes,n
night,night,night,n
walid,walid,walid,n
past,past,past,a
caf,caf,caf,n
du,du,du,n
thtre,thtre,thtre,n
alleyways,alleyway,alleyways,n
cellar,cellar,cellar,a
restaurants,restaurant,restaurants,n
union,union,union,n
party,party,party,n
leaders,leader,leaders,n
lunch,lunch,lunch,a
tanks,tank,tanks,n
wire,wire,wire,n
whorls,whorl,whorls,n
cordon,cordon,cordon,a
street,street,street,n
bad,bad,bad,a
days,day,days,n
walid,walid,walid,a
police,police,police,n
confiscated,confiscated,confiscated,a
car,car,car,n
bribes,bribe,bribes,n
basic,basic,basic,a
paperwork,paperwork,paperwork,n
girlfriend,girlfriend,girlfriend,a
family,family,family,n
good,good,good,a
days,day,days,n
god,god,god,a
ben,ben,ben,n
transitional,transitional,transitional,a
justice,justice,justice,n
process,process,process,n
former,former,former,a
regime,regime,regime,n
figures,figure,figures,n
account,account,account,a
hearings,hearing,hearings,n
national,national,national,a
